How did the world series begin anyway It 's so stupid Oh gee look We 're gon na play for the world Championship Oh look only the Americans are playing 	 just about everything you ask is way to overgeneralized You really ca n't pick one single game as the start of the world series
just about everything you ask is way to overgeneralized You really ca n't pick one single game as the start of the world series 	 Ok Fine then What can be considered somewhat like a world series where multiple leagues played for one title
Ok Fine then What can be considered somewhat like a world series where multiple leagues played for one title 	 If that 's what you meant then the original world series should be the post season competition between the American Association and the National League
If that 's what you meant then the original world series should be the post season competition between the American Association and the National League 	 Ok now we 're getting somewhere
Ok now we 're getting somewhere 	 yes And this game was initially called the The Championship of the United States or the World 's Championship series
yes And this game was initially called the The Championship of the United States or the World 's Championship series 	 Now that sounds like the world series
Now that sounds like the world series 	 And it was called that for short The first game was played in between the Providence Grays vs New York Metropolitans
And it was called that for short The first game was played in between the Providence Grays vs New York Metropolitans 	 These teams are not even around anymore
These teams are not even around anymore 	 Well New York Metropolitans is called the New York Mets now And the MLB did n't exist until which is most commonly referred to year as the year when the first World Series was played
Well New York Metropolitans is called the New York Mets now And the MLB did n't exist until which is most commonly referred to year as the year when the first World Series was played 	 Who played in that
Who played in that 	 Boston Americans vs Pittsburg Pirates
Boston Americans vs Pittsburg Pirates 	 let me guess Boston Americans became the Red Sox
let me guess Boston Americans became the Red Sox 	 Yep
Yep 	 Did Pirates win any world series
Did Pirates win any world series 	 Yep They won the first inaugural series in and then a few more after that and the last one they won was back in
Yep They won the first inaugural series in and then a few more after that and the last one they won was back in 	 What 's the deal was that shoeless Joe guy
What 's the deal was that shoeless Joe guy 	 Black Sox Scandal Shoeless Joe was an outfielder for the Chicago White Sox And he and other players were accused of fixing the world series to make some money from the gamblers at the time
Black Sox Scandal Shoeless Joe was an outfielder for the Chicago White Sox And he and other players were accused of fixing the world series to make some money from the gamblers at the time 	 Did he do it Did all do it All guilty
Did he do it Did all do it All guilty 	 Well Chicago White Sox would n't win a world series until They call it the Curse of the Black Sox Shoeless joe had a home run in the series perfect fielding stats with no errors had the highest batting average of in the series Yet he was banned from baseball for life along with the other His records from the series show that he did n't throw the game Thus the curse
The cubs lost to the brewers today 	 What was the score
What was the score 	 Brewers
Brewers 	 Darn it I really thought the cubs were going to go on a run
Darn it I really thought the cubs were going to go on a run 	 Yeah me too The Brewers have really been playing well
Yeah me too The Brewers have really been playing well 	 Yep You have to give them a lot of credit for how they have been playing
Yep You have to give them a lot of credit for how they have been playing 	 For sure This was a big win for the Brewers Even though it 's early in the season
For sure This was a big win for the Brewers Even though it 's early in the season 	 Yeah You want to show everyone that you are going to be a contender
